A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2Condition;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Condition;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DCondition;DHR;DRMSSD;DSCL
PP13;3;I;20121010T114600000;2;2;0;0;0;0;7.235.275.324.739.800;157;111;46;0;17;0;21;0;0;0;I;2;2;0;0;0;0;7,24E+15;7235;157;111;46;0;17;0;21;0;0;3;I;0,938158;0,873879;0,033957;0,036995;0,016089;0,005874;0,000344;0,005983;-0,012717;-4,966125;4,967414;0,813987;0,028037;0,261682;0,14486;0;0,023364;0;0,130841;0,439252;0,042056;0,252336;0;0,214953;0;0;0,004673;0,228972;0,009346;0,004673;0,03271;0,098131;0,014019;0,130841;0,11215;0,271028;0;0,03271;0;0;0,38785;3;0,938157877;0,873878581;0,033957253;0,036994974;0,016089081;0,00587398;0,000344;0,005982514;-0,01271674;-4,96612474;4,96741372;0,813987382;0,028037383;0,261682243;0,144859813;0;0,023364486;0;0,130841121;0,439252336;0,042056075;0,252336449;0;0,214953271;0;0;0,004672897;0,228971963;0,009345794;0,004672897;0,03271028;0,098130841;0,014018692;0,130841121;0,112149533;0,271028037;0;0,03271028;0;0;0,387850467;3;I;59;0.050157;220939211
PP17;3;R;20121017T153600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;R;0,946418;0,782882;0,031268;0,009008;0,005266;0,000825;0,000937;0,000228;0,021693;-27,892819;-3,69801;-7,624969;0;0;0;0,267782;0;0,995816;0;0,974895;0;0;0;0;0;0;2,635983;0,23431;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0,946417816;0,782881675;0,031267942;0,009008301;0,005266299;0,000825;0,000937;0,000228;0,021693089;-27,89281858;-3,69800995;-7,624968573;0;0;0;0,267782427;0;0,9958159;0;0,974895397;0;0;0;0;0;0;2,635983264;0,234309623;0;0;0;0;0;0;0;0;0;0;0;0;0;3;R;59;0.032177;281955596
PP13;2;T;20121010T105400000;23;6;1;1;13;1;2.825.604.259.508.920;29;18;11;0;1;0;2;3;2;0;T;23;6;1;1;13;1;2,83E+15;2826;29;18;11;0;1;0;2;3;2;2;T;0,948708;0,94402;0,0295;0,011391;0,011946;0,006725;0,000081;0,0013;0,00963;-6,314211;7,419514;1,603471;0,004902;0,098039;0,083333;0;0;0;0,083333;0,52451;0,02451;0,308824;0;1,019608;0;0;0;0,04902;0;0;0;0,009804;0,009804;0,039216;0,009804;0,009804;0;0,004902;0;0;0,044118;2;0,948708174;0,944020311;0,029500008;0,011390806;0,011945755;0,006724605;0,0000813;0,001299593;0,009629616;-6,31421077;7,419513913;1,603470734;0,004901961;0,098039216;0,083333333;0;0;0;0,083333333;0,524509804;0,024509804;0,308823529;0;1,019607843;0;0;0;0,049019608;0;0;0;0,009803922;0,009803922;0,039215686;0,009803922;0,009803922;0;0,004901961;0;0;0,044117647;2;T;59;0.073523;209511095
PP13;3;I;20121010T114800000;61;23;0;0;2;18;7.944.681.444.312.550;25;22;3;0;0;0;1;0;1;0;I;61;23;0;0;2;18;7,94E+15;7945;25;22;3;0;0;0;1;0;1;3;I;0,954192;0,967647;0,010838;0,004108;0,015651;0,005426;0,000065;0,001175;-0,006121;-7,363584;4,336597;2,044277;0;0,035;0,02;0;0;0;0,015;0,74;0,025;0,125;0;0,87;0;0;0;0,05;0;0;0;0;0,005;0,045;0,195;0,035;0,005;0;0;0;0,005;3;0,954191814;0,967646913;0,010837702;0,004107851;0,015650737;0,005426286;0,0000653;0,001174998;-0,006120745;-7,363583676;4,336597278;2,044276799;0;0,035;0,02;0;0;0;0,015;0,74;0,025;0,125;0;0,87;0;0;0;0,05;0;0;0;0;0,005;0,045;0,195;0,035;0,005;0;0;0;0,005;3;I;59;0.149652;223500879
PP10;3;T;20121008T155300000;2;2;0;0;0;0;15.639.539.635.168.200;170;82;88;4;19;3;22;22;3;3;T;2;2;0;0;0;0;1,56E+16;15640;170;82;88;4;19;3;22;22;3;3;T;0,956356;0,449041;0,004345;0,027266;0,003292;0,056821;0,005534;0,000243;-0,023698;-3,254077;-8,673346;-4,032223;0,020833;0,004167;0,016667;0,05;0,575;0;0,054167;0,858333;0,1375;0;1,120833;0,7625;0,0125;0;0,004167;0;0;0;0;0;0,020833;0;0;0;0;0,0375;0;0;0,05;3;0,95635581;0,449040802;0,00434529;0,027266077;0,003291747;0,056820686;0,005534234;0,000243;-0,023697916;-3,254076588;-8,673345587;-4,032223374;0,020833333;0,004166667;0,016666667;0,05;0,575;0;0,054166667;0,858333333;0,1375;0;1,120833333;0,7625;0,0125;0;0,004166667;0;0;0;0;0;0,020833333;0;0;0;0;0,0375;0;0;0,05;3;T;59;0.10853;112485645
PP7;2;R;20121002T142800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0,871774;0,75115;0,268395;0,005434;0,006111;0,001582;0,000053;0,000423;0,260019;-1,065906;-7,803065;-2,780533;0,034483;0;0;0;0;0;0;0,931034;0,049261;0;0;0;0;0,029557;0;0,004926;0;0;0,103448;0,024631;0;3,399015;0;0,172414;0,044335;0,08867;0;0,004926;0;2;0,871774489;0,751150392;0,268395462;0,005433994;0,006110546;0,001582218;0,0000535;0,000423;0,260018536;-1;-8;-3;0,034482759;0;0;0;0;0;0;0,931034483;0,049261084;0;0;0;0;0,02955665;0;0,004926108;0;0;0,103448276;0,024630542;0;3,399014778;0;0,172413793;0,044334975;0,088669951;0;0,004926108;0;2;R;60;0.070652;210559574
PP6;3;T;20121001T163900000;19;1;0;0;16;1;13.646.544.924.001.100;4;0;4;0;0;2;0;2;0;3;T;19;1;0;0;16;1;1,36E+16;13647;4;0;4;0;0;2;0;2;0;3;T;0,880817;0,492315;0,041691;0,101057;0,022047;0,013975;0,013109;0,079957;-0,109552;-2,621398;-6,689302;-5,625819;0,058333;0,241667;0,333333;0,383333;0,016667;0,241667;0,008333;0,533333;0,191667;0,058333;0,191667;0,033333;0,716667;0,141667;0,033333;0,008333;0,55;0,9;0,475;0,608333;1,241667;1,558333;0,133333;0,225;0,008333;0,133333;0;0;1,075;3;0,880817029;0,492314683;0,041690849;0,101057017;0,022047085;0,013974723;0,013109438;0,079957152;-0,109552197;-2,621397973;-6,689302332;-5,625818789;0,058333333;0,241666667;0,333333333;0,383333333;0,016666667;0,241666667;0,008333333;0,533333333;0,191666667;0,058333333;0,191666667;0,033333333;0,716666667;0,141666667;0,033333333;0,008333333;0,55;0,9;0,475;0,608333333;1,241666667;1,558333333;0,133333333;0,225;0,008333333;0,133333333;0;0;1,075;3;T;60;0.083071;111725807
PP6;3;T;20121001T163300000;0;0;0;0;0;0;0;238;158;80;0;36;0;38;0;0;3;T;0;0;0;0;0;0;0;0;238;158;80;0;36;0;38;0;0;3;T;0,882533;0,561575;0,018294;0,07881;0,154371;0,009331;0,007126;0,017291;-0,194374;-13,734159;-3,567347;-14,641802;0,207792;0,123377;0,214286;0,292208;0,038961;0,207792;0;0,701299;0,097403;0,097403;0,194805;0;0,064935;0;0,064935;0,038961;0,077922;0,207792;0,538961;0,305195;0;0,116883;0,019481;0,662338;0,064935;0,422078;0,123377;0;0,220779;3;0,8825331;0,561575193;0,018293733;0,078810421;0,154370572;0,009331005;0,007125548;0,017290918;-0,194373831;-13,73415897;-3,567346905;-14,64180244;0,207792208;0,123376623;0,214285714;0,292207792;0,038961039;0,207792208;0;0,701298701;0,097402597;0,097402597;0,194805195;0;0,064935065;0;0,064935065;0,038961039;0,077922078;0,207792208;0,538961039;0,305194805;0;0,116883117;0,019480519;0,662337662;0,064935065;0,422077922;0,123376623;0;0,220779221;3;T;60;0.091655;104018889
PP6;2;I;20121001T154000000;17;4;0;1;12;0;8.664.675.493.615.840;38;12;26;1;5;0;2;7;1;2;I;17;4;0;1;12;0;8,66E+15;8665;38;12;26;1;5;0;2;7;1;2;I;0,88429;0,376879;0,010072;0,134334;0,121148;0,003416;0,000064;0,056897;-0,188833;-2,722303;-2,036257;-8,888568;0,029126;0,087379;0,087379;0,572816;0;0,218447;0;0,854369;0,058252;0,004854;0;0;0,461165;0;0;0,009709;0,048544;1,300971;0,097087;0,043689;1,805825;1,466019;0,053398;0,126214;0;0,048544;0;0;0,378641;2;0,884289997;0,376879151;0,010071554;0,134333537;0,121147617;0,003416392;0,0000643;0,05689709;-0,188832774;-2,722303232;-2,036257171;-8,888568184;0,029126214;0,087378641;0,087378641;0,572815534;0;0,218446602;0;0,854368932;0,058252427;0,004854369;0;0;0,461165049;0;0;0,009708738;0,048543689;1,300970874;0,097087379;0,04368932;1,805825243;1,466019417;0,053398058;0,126213592;0;0,048543689;0;0;0,378640777;2;I;60;0.082249;100963635
PP1;3;I;20120918T154300000;8;6;0;0;2;0;4.756.963.281.702.890;86;63;23;0;3;0;13;2;0;3;I;8;6;0;0;2;0;4,76E+15;4757;86;63;23;0;3;0;13;2;0;3;I;0,887179;0,888962;0,053124;0,008765;0,004027;0,006444;0,000382;0,000502;0,041377;-4,282804;-6,239537;2,055299;0;0,129167;0,041667;0,204167;0,429167;0,266667;0;0,570833;0,4;0,004167;0;0;0,316667;0,3625;0;0;0,033333;0,1625;0;0,495833;0,0125;0;0;0;0;0;0;0;0,029167;3;0,887179317;0,8889617;0,053124059;0,008764865;0,004026669;0,00644385;0,000382;0,000502;0,041376978;-4,282803812;-6,239536717;2,055299117;0;0,129166667;0,041666667;0,204166667;0,429166667;0,266666667;0;0,570833333;0,4;0,004166667;0;0;0,316666667;0,3625;0;0;0,033333333;0,1625;0;0,495833333;0,0125;0;0;0;0;0;0;0;0,029166667;3;I;60;0.139942;66843593
PP6;2;I;20121001T160000000;25;17;0;4;0;2;15.460.918.662.967.800;65;38;27;0;8;3;4;7;0;2;I;25;17;0;4;0;2;1,55E+16;15461;65;38;27;0;8;3;4;7;0;2;I;0,891075;0,404564;0,011911;0,173014;0,080994;0,002023;0,000131;0,070746;-0,224965;-7,105323;-8,862206;-4,79288;0,009662;0,038647;0,043478;0,280193;0,024155;0,096618;0;0,57971;0,294686;0,014493;0,130435;0;0,024155;0;0;0,004831;0,7343;1,169082;0,280193;0,019324;0,618357;1,101449;0;1,062802;0,019324;0,014493;0;0;0,270531;2;0,891075008;0,404564135;0,011910714;0,173013826;0,080994486;0,002022822;0,000131;0,070746174;-0,224964871;-7,105323423;-8,862206091;-4,792879953;0,009661836;0,038647343;0,043478261;0,280193237;0,024154589;0,096618357;0;0,579710145;0,29468599;0,014492754;0,130434783;0;0,024154589;0;0;0,004830918;0,734299517;1,169082126;0,280193237;0,019323671;0,618357488;1,101449275;0;1,062801932;0,019323671;0,014492754;0;0;0,270531401;2;I;60;0.105746;98054028
PP1;3;I;20120918T153500000;0;0;0;0;0;0;0;123;90;33;7;4;0;18;0;0;3;I;0;0;0;0;0;0;0;0;123;90;33;7;4;0;18;0;0;3;I;0,899104;0,88302;0,043846;0,02358;0,022377;0,005148;0,000221;0,001327;0,009868;-2,416198;-5,599513;-0,693229;0;0,254167;0,145833;0,520833;0,05;0,395833;0;0,6125;0,3;0,029167;0;0;0,954167;0,229167;0,0125;0;0,066667;0,166667;0;0,170833;0;0;0;0;0;0;0;0;0,141667;3;0,899103869;0,883019803;0,043845944;0,023579919;0,022376795;0,005148362;0,000221;0,001326547;0,009867549;-2,416197633;-5,599513041;-0,693228595;0;0,254166667;0,145833333;0,520833333;0,05;0,395833333;0;0,6125;0,3;0,029166667;0;0;0,954166667;0,229166667;0,0125;0;0,066666667;0,166666667;0;0,170833333;0;0;0;0;0;0;0;0;0,141666667;3;I;60;0.181799;70614435
PP1;1;R;20120918T131900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,904466;0,806947;0,105516;0,006459;0,009809;0,001563;0,000441;0,000311;0,089651;-10,782755;-5,616126;-4,669924;0;0,118644;0,04661;0,038136;0,033898;0;0,025424;0,970339;0,004237;0;0,118644;0;0;0,072034;0;0;0,372881;0,012712;0,004237;0,004237;0;0,076271;0;0,025424;0;0;0;0;0;1;0,904465576;0,806947492;0,105516304;0,006458788;0,009808953;0,00156318;0,000441;0,000311;0,089651117;-11;-6;-5;0;0,118644068;0,046610169;0,038135593;0,033898305;0;0,025423729;0,970338983;0,004237288;0;0,118644068;0;0;0,072033898;0;0;0,372881356;0,012711864;0,004237288;0,004237288;0;0,076271186;0;0,025423729;0;0;0;0;0;1;R;60;0.052487;76728772
PP6;2;I;20121001T152800000;0;0;0;0;0;0;0;185;135;50;0;11;0;32;1;0;2;I;0;0;0;0;0;0;0;0;185;135;50;0;11;0;32;1;0;2;I;0,905768;0,53399;0,007671;0,123814;0,113801;0,017114;0,000267;0,033083;-0,205279;-8,34722;-5,505868;-4,357809;0,064815;0,125;0,074074;0,407407;0,074074;0,282407;0,046296;0,75;0,092593;0,018519;0,638889;0;0,166667;0;0;0,125;0,092593;0,953704;0,12037;0,060185;1;1,319444;0,055556;1,115741;0,041667;0,162037;0;0;0,273148;2;0,905767846;0,533990466;0,007670726;0,123813816;0,113801289;0,017114317;0,000267;0,033082717;-0,205278658;-8,347219867;-5,50586758;-4,357809089;0,064814815;0,125;0,074074074;0,407407407;0,074074074;0,282407407;0,046296296;0,75;0,092592593;0,018518519;0,638888889;0;0,166666667;0;0;0,125;0,092592593;0,953703704;0,12037037;0,060185185;1;1,319444444;0,055555556;1,115740741;0,041666667;0,162037037;0;0;0,273148148;2;I;60;0.099839;92785614
PP1;2;T;20120918T145600000;12;9;0;0;3;0;8.890.797.789.446.850;0;0;0;0;0;0;0;8;0;2;T;12;9;0;0;3;0;8,89E+15;8891;0;0;0;0;0;0;0;8;0;2;T;0,908708;0,903132;0,030518;0,024066;0,004315;0,004423;0,001416;0,002422;0,003686;-3,052396;-2,82035;1,383363;0;0,029167;0,075;0,3875;0;0,204167;0,004167;0,933333;0,004167;0,016667;0;0,004167;0,558333;0,645833;0;0;0,004167;0,404167;0;0,341667;0;0;0;0;0;0;0;0;0,133333;2;0,908708412;0,903131815;0,03051795;0,024065827;0,004314662;0,004422818;0,001415515;0,002422226;0,003685624;-3,052395906;-2,82034991;1,383363085;0;0,029166667;0,075;0,3875;0;0,204166667;0,004166667;0,933333333;0,004166667;0,016666667;0;0,004166667;0,558333333;0,645833333;0;0;0,004166667;0,404166667;0;0,341666667;0;0;0;0;0;0;0;0;0,133333333;2;T;60;0.042053;61985641
PP6;3;T;20121001T162800000;0;0;0;0;0;0;0;171;121;50;0;16;0;22;1;0;3;T;0;0;0;0;0;0;0;0;171;121;50;0;16;0;22;1;0;3;T;0,912985;0,682928;0,008395;0,123568;0,066309;0,005388;0,000118;0,04955;-0,17214;-12,321543;-4,199352;-4,656108;0,045685;0,284264;0,279188;0,28934;0;0,06599;0,025381;0,720812;0,040609;0,071066;0;0,040609;0,071066;0;0;0,294416;0,091371;0,42132;0;0,076142;1,121827;0,878173;0,005076;1,040609;0;0,111675;0;0;0,954315;3;0,912985061;0,682927504;0,008394505;0,123568154;0,066309217;0,00538767;0,000118;0,049549879;-0,172139772;-12,32154279;-4,199352148;-4,656107837;0,045685279;0,284263959;0,279187817;0,289340102;0;0,065989848;0,025380711;0,720812183;0,040609137;0,07106599;0;0,040609137;0,07106599;0;0;0,294416244;0,091370558;0,421319797;0;0,076142132;1,121827411;0,878172589;0,005076142;1,040609137;0;0,111675127;0;0;0,954314721;3;T;60;0.095576;119029681
PP17;3;R;20121017T154000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;R;0,932887;0,824315;0,025107;0,009526;0,009741;0,000548;0,000136;0,001194;0,012999;-31,082826;-0,300145;5,428227;0;0,079498;0;0,531381;0;0,995816;0;0,899582;0;0,046025;0;0;0;0;3,506276;0,761506;0;0;0;0,004184;0;0;0;0;0;0;0;0;0;3;0,932887455;0,824315352;0,02510738;0,009526232;0,00974073;0,000548;0,000136;0,001194376;0,01299852;-31,08282577;-0,300144721;5,428227498;0;0,079497908;0;0,531380753;0;0,9958159;0;0,89958159;0;0,046025105;0;0;0;0;3,506276151;0,761506276;0;0;0;0,0041841;0;0;0;0;0;0;0;0;0;3;R;60;0.037612;315191345
PP15;1;N;20121015T100900000;38;12;0;1;13;6;28.359.862.974.963.100;120;71;49;0;29;0;18;5;3;0;N;38;12;0;1;13;6;2,84E+16;28360;120;71;49;0;29;0;18;5;3;1;N;0,939863;0,876762;0,004017;0,00145;0,000838;0,297666;0,003709;0,000284;0,002321;-5,478952;-9,322033;4,944605;0;0;0;0;0;0;0;0,849372;0,146444;0;0;0;0;3,753138;0;0;0;0;0;0,083682;0;0;0;0,004184;0;0;0;0;0;1;0,939862628;0,876762349;0,004017461;0,001449942;0,000838;0,297666172;0,003708798;0,000284;0,002320976;-5,47895191;-9,322032736;4,944604732;0;0;0;0;0;0;0;0,849372385;0,146443515;0;0;0;0;3,753138075;0;0;0;0;0;0,083682008;0;0;0;0,0041841;0;0;0;0;0;1;N;60;0.058432;221866242
PP15;1;N;20121015T100700000;43;18;0;0;13;6;29.400.567.090.255.000;64;48;16;0;2;0;12;3;9;0;N;43;18;0;0;13;6;2,94E+16;29401;64;48;16;0;2;0;12;3;9;1;N;0,94272;0,89327;0,002959;0,005052;0,000732;0,232108;0,003853;0,000299;-0,002097;-3,118918;-8,953039;4,863461;0;0;0;0;0;0;0;0,899582;0,087866;0;0;0;0;3,497908;0;0;0;0;0;0,054393;0,004184;0,033473;0;0,012552;0;0;0;0;0;1;0,942720408;0,893270194;0,002959134;0,005051989;0,000732;0,23210781;0,003852748;0,000299;-0,002097391;-3,118918365;-8,953038726;4,863460599;0;0;0;0;0;0;0;0,89958159;0,087866109;0;0;0;0;3,49790795;0;0;0;0;0;0,054393305;0,0041841;0,033472803;0;0,012552301;0;0;0;0;0;1;N;60;0.064169;239953639
PP6;2;I;20121001T154600000;12;7;0;3;0;1;34.632.333.414.470.500;126;78;48;0;10;0;18;6;0;2;I;12;7;0;3;0;1;3,46E+16;34632;126;78;48;0;10;0;18;6;0;2;I;0,94686;0,728906;0,001715;0,08068;0,073943;0,00227;0,000004;0,026933;-0,121501;-8,763687;-2,498578;-7,359051;0;0;0,004219;0,772152;0;0,054852;0;0,890295;0,042194;0,042194;0;0;0,054852;0;0;0;0,206751;0,316456;0;0,139241;1,535865;2,075949;0,151899;0,434599;0;0;0;0;0;2;0,94686024;0,728906219;0,001715205;0,0806798;0,073942688;0,002269623;0,00000391;0,026933111;-0,121501457;-8,763686505;-2,498577652;-7,359051274;0;0;0,004219409;0,772151899;0;0,054852321;0;0,890295359;0,042194093;0,042194093;0;0;0,054852321;0;0;0;0,206751055;0,316455696;0;0,139240506;1,535864979;2,075949367;0,151898734;0,434599156;0;0;0;0;0;2;I;60;0.117253;101178025
PP4;1;N;20120925T133600000;0;0;0;0;0;0;0;70;30;40;17;13;0;8;0;0;1;N;0;0;0;0;0;0;0;0;70;30;40;17;13;0;8;0;0;1;N;0,948599;0,976324;0,026634;0,009051;0,005618;0,013094;0,000003;0,003584;0,014277;-10,969397;-6,193541;-9,367485;0;0,173601;0,028694;0;0,427547;0;0;0,936872;0,031564;0,001435;0,344333;1,959828;0;0;0;0,157819;0;0;0;1,040172;0;0;0,032999;0;0;0;0;0;0,401722;1;0,948598886;0,976324394;0,026634333;0,009050875;0,005618191;0,013093983;0,00000321;0,003584166;0,014277026;-10,96939721;-6,193540683;-9,367485139;0;0,173601148;0,028694405;0;0,427546628;0;0;0,93687231;0,031563845;0,00143472;0,344332855;1,959827834;0;0;0;0,157819225;0;0;0;1,040172166;0;0;0,032998565;0;0;0;0;0;0,401721664;1;N;60;0.06861;95955522
PP6;3;T;20121001T163000000;0;0;0;0;0;0;0;245;180;65;0;20;0;39;0;0;3;T;0;0;0;0;0;0;0;0;245;180;65;0;20;0;39;0;0;3;T;0,859117;0,149599;0,01284;0,331988;0,051761;0,007006;0,007511;0,024903;-0,329688;-6,7912;-6,247684;-14,589829;0,186275;0,161765;0,186275;0,014706;0,303922;0,034314;0;0,710784;0,205882;0,02451;0,852941;0;0,019608;0;0,004902;0,029412;0,573529;1,245098;0,039216;0,014706;0,034314;0,446078;0,083333;0,833333;0,009804;0,362745;0,004902;0;0,47549;3;0,859117465;0,149598856;0,012840175;0,331988468;0,051761458;0,007006409;0,007510553;0,024902829;-0,329687597;-6,791199608;-6,24768369;-14,58982915;0,18627451;0,161764706;0,18627451;0,014705882;0,303921569;0,034313725;0;0,710784314;0,205882353;0,024509804;0,852941176;0;0,019607843;0;0,004901961;0,029411765;0,573529412;1,245098039;0,039215686;0,014705882;0,034313725;0,446078431;0,083333333;0,833333333;0,009803922;0,362745098;0,004901961;0;0,475490196;3;T;61;0.081693;105472008
PP6;3;T;20121001T162700000;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;3;T;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;3;T;0,893713;0,776859;0,033778;0,052896;0,061723;0,00332;0,00006;0,021964;-0,0721;-17,735558;-5,14584;-6,467696;0,004785;0,08134;0,07177;0,263158;0,148325;0,157895;0,004785;0,722488;0,177033;0,043062;0,009569;0;0,033493;0,08134;0;0,004785;0,009569;0,100478;0,052632;0,45933;0,416268;0,30622;0,095694;0,411483;0,004785;0,004785;0;0;0,200957;3;0,893713133;0,776859289;0,033777933;0,052896393;0,061722714;0,003319709;0,0000604;0,021963505;-0,072099631;-17,73555763;-5,145839685;-6,467696043;0,004784689;0,081339713;0,071770335;0,263157895;0,148325359;0,157894737;0,004784689;0,722488038;0,177033493;0,043062201;0,009569378;0;0,033492823;0,081339713;0;0,004784689;0,009569378;0,100478469;0,052631579;0,459330144;0,416267943;0,306220096;0,09569378;0,411483254;0,004784689;0,004784689;0;0;0,200956938;3;T;61;0.074137;109634178
PP1;3;I;20120918T155200000;21;17;0;0;4;0;12.749.424.234.494.800;44;31;13;0;4;0;5;7;2;3;I;21;17;0;0;4;0;1,27E+16;12749;44;31;13;0;4;0;5;7;2;3;I;0,895121;0,801701;0,057866;0,006777;0,002893;0,006774;0,000616;0,000469;0,049032;-5,703488;-4,180348;1,486328;0;0,12605;0,121849;0,058824;0,491597;0,079832;0;0,945378;0,016807;0;0;0;0,105042;0,752101;0,029412;0;0,02521;0,222689;0;0,096639;0,07563;0;0;0;0;0;0;0;0,205882;3;0,895121271;0,801700513;0,057866496;0,006776541;0,002893043;0,006773707;0,000616;0,000469;0,049031533;-5,703487714;-4,180348036;1,486327537;0;0,12605042;0,121848739;0,058823529;0,491596639;0,079831933;0;0,945378151;0,016806723;0;0;0;0,105042017;0,75210084;0,029411765;0;0,025210084;0,222689076;0;0,096638655;0,075630252;0;0;0;0;0;0;0;0,205882353;3;I;61;0.120737;67198951
PP9;2;R;20121004T151100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0,900152;0,905168;0,040085;0,003817;0,062318;0,002233;0,000058;0,002304;-0,023006;-21,265677;-3,06283;3,049941;0,025;0,016667;0,0125;0;0,966667;0,016667;0,029167;0,958333;0;0,0125;0;0;0,0375;0;0;0,045833;0;0;0;0,4375;0,1125;0,016667;0;0,716667;0;0,0375;0;0;0,0125;2;0,900151762;0,905167536;0,040085218;0,003817262;0,062317616;0,002233035;0,0000579;0,002304114;-0,023006263;-21,26567715;-3,06282989;3,049941308;0,025;0,016666667;0,0125;0;0,966666667;0,016666667;0,029166667;0,958333333;0;0,0125;0;0;0,0375;0;0;0,045833333;0;0;0;0,4375;0,1125;0,016666667;0;0,716666667;0;0,0375;0;0;0,0125;2;R;61;0.069358;138856358
PP15;2;R;20121015T102700000;4;2;0;2;0;0;32.136.723.784.736.400;0;0;0;0;0;0;0;3;0;0;R;4;2;0;2;0;0;3,21E+16;32137;0;0;0;0;0;0;0;3;0;2;R;0,900636;0,680508;0,082567;0,0412;0,002475;0,017471;0,003562;0,006705;0,039472;-9,197082;-0,89312;1,461138;0,111111;0,10628;0,10628;0,062802;0;0,038647;0,009662;0,811594;0,004831;0,062802;0;0;0;0,599034;0,014493;0,338164;0;0,10628;0,487923;0,101449;0,198068;0,531401;0,183575;0,227053;0,072464;0,246377;0;0,149758;0,400966;2;0,900636235;0,680508204;0,082567306;0,041199837;0,00247542;0,017470623;0,003562343;0,006705209;0,039471852;-9,1970823;-0,893120109;1,461138225;0,111111111;0,106280193;0,106280193;0,062801932;0;0,038647343;0,009661836;0,811594203;0,004830918;0,062801932;0;0;0;0,599033816;0,014492754;0,338164251;0;0,106280193;0,487922705;0,101449275;0,198067633;0,531400966;0,183574879;0,22705314;0,072463768;0,246376812;0;0,149758454;0,400966184;2;R;61;0.07019;237676187
