A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DHR;DRMSSD;DSCL
PP6;3;T;20121001T164100000;40;13;0;2;19;3;2,12E+16;13;0;13;2;2;3;0;11;3;3;40;13;0;2;19;3;2,12E+16;13;0;13;2;2;3;0;11;3;3;0,93206;0,76038;0,00191;0,06611;0,09218;0,00625;0,00001;0,05749;-0,15812;-12,09414;-7,52165;-6,19078;0,00000;0,04938;0,01235;0,51852;0,11728;0,45062;0,00000;0,67901;0,25309;0,01235;0,30247;0,14198;0,30247;0,03086;0,05556;0,00000;0,05556;0,14815;0,00000;0,12963;1,20988;1,31482;0,00617;0,74691;0,02469;0,00000;0,00000;0,00000;0,07407;3;0,93206;0,76037;0,00191;0,06611;0,09217;0,00625;0,00001;0,05749;-0,15812;-12,09414;-7,52165;-6,19078;0,00000;0,04938;0,01235;0,51852;0,11728;0,45062;0,00000;0,67901;0,25309;0,01235;0,30247;0,14198;0,30247;0,03086;0,05556;0,00000;0,05556;0,14815;0,00000;0,12963;1,20988;1,31481;0,00617;0,74691;0,02469;0,00000;0,00000;0,00000;0,07407;3;59;0,078385;110556752
PP13;3;I;20121010T114600000;2;2;0;0;0;0;7,24E+15;157;111;46;0;17;0;21;0;0;0;2;2;0;0;0;0;7,24E+15;157;111;46;0;17;0;21;0;0;3;0,93816;0,87388;0,03396;0,03700;0,01609;0,00587;0,00034;0,00598;-0,01272;-4,96613;4,96741;0,81399;0,02804;0,26168;0,14486;0,00000;0,02336;0,00000;0,13084;0,43925;0,04206;0,25234;0,00000;0,21495;0,00000;0,00000;0,00467;0,22897;0,00935;0,00467;0,03271;0,09813;0,01402;0,13084;0,11215;0,27103;0,00000;0,03271;0,00000;0,00000;0,38785;3;0,93816;0,87388;0,03396;0,03699;0,01609;0,00587;0,00034;0,00598;-0,01272;-4,96612;4,96741;0,81399;0,02804;0,26168;0,14486;0,00000;0,02336;0,00000;0,13084;0,43925;0,04206;0,25234;0,00000;0,21495;0,00000;0,00000;0,00467;0,22897;0,00935;0,00467;0,03271;0,09813;0,01402;0,13084;0,11215;0,27103;0,00000;0,03271;0,00000;0,00000;0,38785;3;59;0,050157;220939211
PP17;3;R;20121017T153600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0,94642;0,78288;0,03127;0,00901;0,00527;0,00083;0,00094;0,00023;0,02169;-27,89282;-3,69801;-7,62497;0,00000;0,00000;0,00000;0,26778;0,00000;0,99582;0,00000;0,97490;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;2,63598;0,23431;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;3;0,94642;0,78288;0,03127;0,00901;0,00527;0,00083;0,00094;0,00023;0,02169;-27,89282;-3,69801;-7,62497;0,00000;0,00000;0,00000;0,26778;0,00000;0,99582;0,00000;0,97490;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;2,63598;0,23431;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;3;59;0,032177;281955596
PP13;2;T;20121010T105400000;23;6;1;1;13;1;2,83E+15;29;18;11;0;1;0;2;3;2;0;23;6;1;1;13;1;2,83E+15;29;18;11;0;1;0;2;3;2;2;0,94871;0,94402;0,02950;0,01139;0,01195;0,00673;0,00008;0,00130;0,00963;-6,31421;7,41951;1,60347;0,00490;0,09804;0,08333;0,00000;0,00000;0,00000;0,08333;0,52451;0,02451;0,30882;0,00000;1,01961;0,00000;0,00000;0,00000;0,04902;0,00000;0,00000;0,00000;0,00980;0,00980;0,03922;0,00980;0,00980;0,00000;0,00490;0,00000;0,00000;0,04412;2;0,94871;0,94402;0,02950;0,01139;0,01195;0,00672;0,00008;0,00130;0,00963;-6,31421;7,41951;1,60347;0,00490;0,09804;0,08333;0,00000;0,00000;0,00000;0,08333;0,52451;0,02451;0,30882;0,00000;1,01961;0,00000;0,00000;0,00000;0,04902;0,00000;0,00000;0,00000;0,00980;0,00980;0,03922;0,00980;0,00980;0,00000;0,00490;0,00000;0,00000;0,04412;2;59;0,073523;209511095
PP13;3;I;20121010T114800000;61;23;0;0;2;18;7,94E+15;25;22;3;0;0;0;1;0;1;0;61;23;0;0;2;18;7,94E+15;25;22;3;0;0;0;1;0;1;3;0,95419;0,96765;0,01084;0,00411;0,01565;0,00543;0,00007;0,00118;-0,00612;-7,36358;4,33660;2,04428;0,00000;0,03500;0,02000;0,00000;0,00000;0,00000;0,01500;0,74000;0,02500;0,12500;0,00000;0,87000;0,00000;0,00000;0,00000;0,05000;0,00000;0,00000;0,00000;0,00000;0,00500;0,04500;0,19500;0,03500;0,00500;0,00000;0,00000;0,00000;0,00500;3;0,95419;0,96765;0,01084;0,00411;0,01565;0,00543;0,00007;0,00117;-0,00612;-7,36358;4,33660;2,04428;0,00000;0,03500;0,02000;0,00000;0,00000;0,00000;0,01500;0,74000;0,02500;0,12500;0,00000;0,87000;0,00000;0,00000;0,00000;0,05000;0,00000;0,00000;0,00000;0,00000;0,00500;0,04500;0,19500;0,03500;0,00500;0,00000;0,00000;0,00000;0,00500;3;59;0,149652;223500879
PP10;3;T;20121008T155300000;2;2;0;0;0;0;1,56E+16;170;82;88;4;19;3;22;22;3;3;2;2;0;0;0;0;1,56E+16;170;82;88;4;19;3;22;22;3;3;0,95636;0,44904;0,00435;0,02727;0,00329;0,05682;0,00553;0,00024;-0,02370;-3,25408;-8,67335;-4,03222;0,02083;0,00417;0,01667;0,05000;0,57500;0,00000;0,05417;0,85833;0,13750;0,00000;1,12083;0,76250;0,01250;0,00000;0,00417;0,00000;0,00000;0,00000;0,00000;0,00000;0,02083;0,00000;0,00000;0,00000;0,00000;0,03750;0,00000;0,00000;0,05000;3;0,95636;0,44904;0,00435;0,02727;0,00329;0,05682;0,00553;0,00024;-0,02370;-3,25408;-8,67335;-4,03222;0,02083;0,00417;0,01667;0,05000;0,57500;0,00000;0,05417;0,85833;0,13750;0,00000;1,12083;0,76250;0,01250;0,00000;0,00417;0,00000;0,00000;0,00000;0,00000;0,00000;0,02083;0,00000;0,00000;0,00000;0,00000;0,03750;0,00000;0,00000;0,05000;3;59;0,10853;112485645
PP7;2;R;20121002T142800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,87177;0,75115;0,26840;0,00543;0,00611;0,00158;0,00005;0,00042;0,26002;-1,06591;-7,80307;-2,78053;0,03448;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,93103;0,04926;0,00000;0,00000;0,00000;0,00000;0,02956;0,00000;0,00493;0,00000;0,00000;0,10345;0,02463;0,00000;3,39902;0,00000;0,17241;0,04434;0,08867;0,00000;0,00493;0,00000;2;0,87177;0,75115;0,26840;0,00543;0,00611;0,00158;0,00005;0,00042;0,26002;-1,00000;-8,00000;-3,00000;0,03448;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,93103;0,04926;0,00000;0,00000;0,00000;0,00000;0,02956;0,00000;0,00493;0,00000;0,00000;0,10345;0,02463;0,00000;3,39901;0,00000;0,17241;0,04433;0,08867;0,00000;0,00493;0,00000;2;60;0,070652;210559574
PP6;3;T;20121001T163900000;19;1;0;0;16;1;1,36E+16;4;0;4;0;0;2;0;2;0;3;19;1;0;0;16;1;1,36E+16;4;0;4;0;0;2;0;2;0;3;0,88082;0,49232;0,04169;0,10106;0,02205;0,01398;0,01311;0,07996;-0,10955;-2,62140;-6,68930;-5,62582;0,05833;0,24167;0,33333;0,38333;0,01667;0,24167;0,00833;0,53333;0,19167;0,05833;0,19167;0,03333;0,71667;0,14167;0,03333;0,00833;0,55000;0,90000;0,47500;0,60833;1,24167;1,55833;0,13333;0,22500;0,00833;0,13333;0,00000;0,00000;1,07500;3;0,88082;0,49231;0,04169;0,10106;0,02205;0,01397;0,01311;0,07996;-0,10955;-2,62140;-6,68930;-5,62582;0,05833;0,24167;0,33333;0,38333;0,01667;0,24167;0,00833;0,53333;0,19167;0,05833;0,19167;0,03333;0,71667;0,14167;0,03333;0,00833;0,55000;0,90000;0,47500;0,60833;1,24167;1,55833;0,13333;0,22500;0,00833;0,13333;0,00000;0,00000;1,07500;3;60;0,083071;111725807
PP6;3;T;20121001T163300000;0;0;0;0;0;0;0;238;158;80;0;36;0;38;0;0;3;0;0;0;0;0;0;0;238;158;80;0;36;0;38;0;0;3;0,88253;0,56158;0,01829;0,07881;0,15437;0,00933;0,00713;0,01729;-0,19437;-13,73416;-3,56735;-14,64180;0,20779;0,12338;0,21429;0,29221;0,03896;0,20779;0,00000;0,70130;0,09740;0,09740;0,19481;0,00000;0,06494;0,00000;0,06494;0,03896;0,07792;0,20779;0,53896;0,30520;0,00000;0,11688;0,01948;0,66234;0,06494;0,42208;0,12338;0,00000;0,22078;3;0,88253;0,56158;0,01829;0,07881;0,15437;0,00933;0,00713;0,01729;-0,19437;-13,73416;-3,56735;-14,64180;0,20779;0,12338;0,21429;0,29221;0,03896;0,20779;0,00000;0,70130;0,09740;0,09740;0,19481;0,00000;0,06494;0,00000;0,06494;0,03896;0,07792;0,20779;0,53896;0,30519;0,00000;0,11688;0,01948;0,66234;0,06494;0,42208;0,12338;0,00000;0,22078;3;60;0,091655;104018889
PP6;2;I;20121001T154000000;17;4;0;1;12;0;8,66E+15;38;12;26;1;5;0;2;7;1;2;17;4;0;1;12;0;8,66E+15;38;12;26;1;5;0;2;7;1;2;0,88429;0,37688;0,01007;0,13433;0,12115;0,00342;0,00006;0,05690;-0,18883;-2,72230;-2,03626;-8,88857;0,02913;0,08738;0,08738;0,57282;0,00000;0,21845;0,00000;0,85437;0,05825;0,00485;0,00000;0,00000;0,46117;0,00000;0,00000;0,00971;0,04854;1,30097;0,09709;0,04369;1,80583;1,46602;0,05340;0,12621;0,00000;0,04854;0,00000;0,00000;0,37864;2;0,88429;0,37688;0,01007;0,13433;0,12115;0,00342;0,00006;0,05690;-0,18883;-2,72230;-2,03626;-8,88857;0,02913;0,08738;0,08738;0,57282;0,00000;0,21845;0,00000;0,85437;0,05825;0,00485;0,00000;0,00000;0,46117;0,00000;0,00000;0,00971;0,04854;1,30097;0,09709;0,04369;1,80583;1,46602;0,05340;0,12621;0,00000;0,04854;0,00000;0,00000;0,37864;2;60;0,082249;100963635
PP1;3;I;20120918T154300000;8;6;0;0;2;0;4,76E+15;86;63;23;0;3;0;13;2;0;3;8;6;0;0;2;0;4,76E+15;86;63;23;0;3;0;13;2;0;3;0,88718;0,88896;0,05312;0,00877;0,00403;0,00644;0,00038;0,00050;0,04138;-4,28280;-6,23954;2,05530;0,00000;0,12917;0,04167;0,20417;0,42917;0,26667;0,00000;0,57083;0,40000;0,00417;0,00000;0,00000;0,31667;0,36250;0,00000;0,00000;0,03333;0,16250;0,00000;0,49583;0,01250;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,02917;3;0,88718;0,88896;0,05312;0,00876;0,00403;0,00644;0,00038;0,00050;0,04138;-4,28280;-6,23954;2,05530;0,00000;0,12917;0,04167;0,20417;0,42917;0,26667;0,00000;0,57083;0,40000;0,00417;0,00000;0,00000;0,31667;0,36250;0,00000;0,00000;0,03333;0,16250;0,00000;0,49583;0,01250;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,02917;3;60;0,139942;66843593
PP6;2;I;20121001T160000000;25;17;0;4;0;2;1,55E+16;65;38;27;0;8;3;4;7;0;2;25;17;0;4;0;2;1,55E+16;65;38;27;0;8;3;4;7;0;2;0,89108;0,40456;0,01191;0,17301;0,08099;0,00202;0,00013;0,07075;-0,22497;-7,10532;-8,86221;-4,79288;0,00966;0,03865;0,04348;0,28019;0,02416;0,09662;0,00000;0,57971;0,29469;0,01449;0,13044;0,00000;0,02416;0,00000;0,00000;0,00483;0,73430;1,16908;0,28019;0,01932;0,61836;1,10145;0,00000;1,06280;0,01932;0,01449;0,00000;0,00000;0,27053;2;0,89108;0,40456;0,01191;0,17301;0,08099;0,00202;0,00013;0,07075;-0,22496;-7,10532;-8,86221;-4,79288;0,00966;0,03865;0,04348;0,28019;0,02415;0,09662;0,00000;0,57971;0,29469;0,01449;0,13043;0,00000;0,02415;0,00000;0,00000;0,00483;0,73430;1,16908;0,28019;0,01932;0,61836;1,10145;0,00000;1,06280;0,01932;0,01449;0,00000;0,00000;0,27053;2;60;0,105746;98054028
PP1;3;I;20120918T153500000;0;0;0;0;0;0;0;123;90;33;7;4;0;18;0;0;3;0;0;0;0;0;0;0;123;90;33;7;4;0;18;0;0;3;0,89910;0,88302;0,04385;0,02358;0,02238;0,00515;0,00022;0,00133;0,00987;-2,41620;-5,59951;-0,69323;0,00000;0,25417;0,14583;0,52083;0,05000;0,39583;0,00000;0,61250;0,30000;0,02917;0,00000;0,00000;0,95417;0,22917;0,01250;0,00000;0,06667;0,16667;0,00000;0,17083;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14167;3;0,89910;0,88302;0,04385;0,02358;0,02238;0,00515;0,00022;0,00133;0,00987;-2,41620;-5,59951;-0,69323;0,00000;0,25417;0,14583;0,52083;0,05000;0,39583;0,00000;0,61250;0,30000;0,02917;0,00000;0,00000;0,95417;0,22917;0,01250;0,00000;0,06667;0,16667;0,00000;0,17083;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,14167;3;60;0,181799;70614435
PP1;1;R;20120918T131900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,90447;0,80695;0,10552;0,00646;0,00981;0,00156;0,00044;0,00031;0,08965;-10,78276;-5,61613;-4,66992;0,00000;0,11864;0,04661;0,03814;0,03390;0,00000;0,02542;0,97034;0,00424;0,00000;0,11864;0,00000;0,00000;0,07203;0,00000;0,00000;0,37288;0,01271;0,00424;0,00424;0,00000;0,07627;0,00000;0,02542;0,00000;0,00000;0,00000;0,00000;0,00000;1;0,90447;0,80695;0,10552;0,00646;0,00981;0,00156;0,00044;0,00031;0,08965;-11,00000;-6,00000;-5,00000;0,00000;0,11864;0,04661;0,03814;0,03390;0,00000;0,02542;0,97034;0,00424;0,00000;0,11864;0,00000;0,00000;0,07203;0,00000;0,00000;0,37288;0,01271;0,00424;0,00424;0,00000;0,07627;0,00000;0,02542;0,00000;0,00000;0,00000;0,00000;0,00000;1;60;0,052487;76728772
PP6;2;I;20121001T152800000;0;0;0;0;0;0;0;185;135;50;0;11;0;32;1;0;2;0;0;0;0;0;0;0;185;135;50;0;11;0;32;1;0;2;0,90577;0,53399;0,00767;0,12381;0,11380;0,01711;0,00027;0,03308;-0,20528;-8,34722;-5,50587;-4,35781;0,06482;0,12500;0,07407;0,40741;0,07407;0,28241;0,04630;0,75000;0,09259;0,01852;0,63889;0,00000;0,16667;0,00000;0,00000;0,12500;0,09259;0,95370;0,12037;0,06019;1,00000;1,31944;0,05556;1,11574;0,04167;0,16204;0,00000;0,00000;0,27315;2;0,90577;0,53399;0,00767;0,12381;0,11380;0,01711;0,00027;0,03308;-0,20528;-8,34722;-5,50587;-4,35781;0,06481;0,12500;0,07407;0,40741;0,07407;0,28241;0,04630;0,75000;0,09259;0,01852;0,63889;0,00000;0,16667;0,00000;0,00000;0,12500;0,09259;0,95370;0,12037;0,06019;1,00000;1,31944;0,05556;1,11574;0,04167;0,16204;0,00000;0,00000;0,27315;2;60;0,099839;92785614
PP1;2;T;20120918T145600000;12;9;0;0;3;0;8,89E+15;0;0;0;0;0;0;0;8;0;2;12;9;0;0;3;0;8,89E+15;0;0;0;0;0;0;0;8;0;2;0,90871;0,90313;0,03052;0,02407;0,00432;0,00442;0,00142;0,00242;0,00369;-3,05240;-2,82035;1,38336;0,00000;0,02917;0,07500;0,38750;0,00000;0,20417;0,00417;0,93333;0,00417;0,01667;0,00000;0,00417;0,55833;0,64583;0,00000;0,00000;0,00417;0,40417;0,00000;0,34167;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,13333;2;0,90871;0,90313;0,03052;0,02407;0,00431;0,00442;0,00142;0,00242;0,00369;-3,05240;-2,82035;1,38336;0,00000;0,02917;0,07500;0,38750;0,00000;0,20417;0,00417;0,93333;0,00417;0,01667;0,00000;0,00417;0,55833;0,64583;0,00000;0,00000;0,00417;0,40417;0,00000;0,34167;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,13333;2;60;0,042053;61985641
PP6;3;T;20121001T162800000;0;0;0;0;0;0;0;171;121;50;0;16;0;22;1;0;3;0;0;0;0;0;0;0;171;121;50;0;16;0;22;1;0;3;0,91299;0,68293;0,00840;0,12357;0,06631;0,00539;0,00012;0,04955;-0,17214;-12,32154;-4,19935;-4,65611;0,04569;0,28426;0,27919;0,28934;0,00000;0,06599;0,02538;0,72081;0,04061;0,07107;0,00000;0,04061;0,07107;0,00000;0,00000;0,29442;0,09137;0,42132;0,00000;0,07614;1,12183;0,87817;0,00508;1,04061;0,00000;0,11168;0,00000;0,00000;0,95432;3;0,91299;0,68293;0,00839;0,12357;0,06631;0,00539;0,00012;0,04955;-0,17214;-12,32154;-4,19935;-4,65611;0,04569;0,28426;0,27919;0,28934;0,00000;0,06599;0,02538;0,72081;0,04061;0,07107;0,00000;0,04061;0,07107;0,00000;0,00000;0,29442;0,09137;0,42132;0,00000;0,07614;1,12183;0,87817;0,00508;1,04061;0,00000;0,11168;0,00000;0,00000;0,95431;3;60;0,095576;119029681
PP17;3;R;20121017T154000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0,93289;0,82432;0,02511;0,00953;0,00974;0,00055;0,00014;0,00119;0,01300;-31,08283;-0,30015;5,42823;0,00000;0,07950;0,00000;0,53138;0,00000;0,99582;0,00000;0,89958;0,00000;0,04603;0,00000;0,00000;0,00000;0,00000;3,50628;0,76151;0,00000;0,00000;0,00000;0,00418;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;3;0,93289;0,82432;0,02511;0,00953;0,00974;0,00055;0,00014;0,00119;0,01300;-31,08283;-0,30014;5,42823;0,00000;0,07950;0,00000;0,53138;0,00000;0,99582;0,00000;0,89958;0,00000;0,04603;0,00000;0,00000;0,00000;0,00000;3,50628;0,76151;0,00000;0,00000;0,00000;0,00418;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;3;60;0,037612;315191345
PP15;1;N;20121015T100900000;38;12;0;1;13;6;2,84E+16;120;71;49;0;29;0;18;5;3;0;38;12;0;1;13;6;2,84E+16;120;71;49;0;29;0;18;5;3;1;0,93986;0,87676;0,00402;0,00145;0,00084;0,29767;0,00371;0,00028;0,00232;-5,47895;-9,32203;4,94461;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,84937;0,14644;0,00000;0,00000;0,00000;0,00000;3,75314;0,00000;0,00000;0,00000;0,00000;0,00000;0,08368;0,00000;0,00000;0,00000;0,00418;0,00000;0,00000;0,00000;0,00000;0,00000;1;0,93986;0,87676;0,00402;0,00145;0,00084;0,29767;0,00371;0,00028;0,00232;-5,47895;-9,32203;4,94460;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,84937;0,14644;0,00000;0,00000;0,00000;0,00000;3,75314;0,00000;0,00000;0,00000;0,00000;0,00000;0,08368;0,00000;0,00000;0,00000;0,00418;0,00000;0,00000;0,00000;0,00000;0,00000;1;60;0,058432;221866242
PP15;1;N;20121015T100700000;43;18;0;0;13;6;2,94E+16;64;48;16;0;2;0;12;3;9;0;43;18;0;0;13;6;2,94E+16;64;48;16;0;2;0;12;3;9;1;0,94272;0,89327;0,00296;0,00505;0,00073;0,23211;0,00385;0,00030;-0,00210;-3,11892;-8,95304;4,86346;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,89958;0,08787;0,00000;0,00000;0,00000;0,00000;3,49791;0,00000;0,00000;0,00000;0,00000;0,00000;0,05439;0,00418;0,03347;0,00000;0,01255;0,00000;0,00000;0,00000;0,00000;0,00000;1;0,94272;0,89327;0,00296;0,00505;0,00073;0,23211;0,00385;0,00030;-0,00210;-3,11892;-8,95304;4,86346;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,89958;0,08787;0,00000;0,00000;0,00000;0,00000;3,49791;0,00000;0,00000;0,00000;0,00000;0,00000;0,05439;0,00418;0,03347;0,00000;0,01255;0,00000;0,00000;0,00000;0,00000;0,00000;1;60;0,064169;239953639
PP6;2;I;20121001T154600000;12;7;0;3;0;1;3,46E+16;126;78;48;0;10;0;18;6;0;2;12;7;0;3;0;1;3,46E+16;126;78;48;0;10;0;18;6;0;2;0,94686;0,72891;0,00172;0,08068;0,07394;0,00227;0,00000;0,02693;-0,12150;-8,76369;-2,49858;-7,35905;0,00000;0,00000;0,00422;0,77215;0,00000;0,05485;0,00000;0,89030;0,04219;0,04219;0,00000;0,00000;0,05485;0,00000;0,00000;0,00000;0,20675;0,31646;0,00000;0,13924;1,53587;2,07595;0,15190;0,43460;0,00000;0,00000;0,00000;0,00000;0,00000;2;0,94686;0,72891;0,00172;0,08068;0,07394;0,00227;0,00000;0,02693;-0,12150;-8,76369;-2,49858;-7,35905;0,00000;0,00000;0,00422;0,77215;0,00000;0,05485;0,00000;0,89030;0,04219;0,04219;0,00000;0,00000;0,05485;0,00000;0,00000;0,00000;0,20675;0,31646;0,00000;0,13924;1,53586;2,07595;0,15190;0,43460;0,00000;0,00000;0,00000;0,00000;0,00000;2;60;0,117253;101178025
PP4;1;N;20120925T133600000;0;0;0;0;0;0;0;70;30;40;17;13;0;8;0;0;1;0;0;0;0;0;0;0;70;30;40;17;13;0;8;0;0;1;0,94860;0,97632;0,02663;0,00905;0,00562;0,01309;0,00000;0,00358;0,01428;-10,96940;-6,19354;-9,36749;0,00000;0,17360;0,02869;0,00000;0,42755;0,00000;0,00000;0,93687;0,03156;0,00144;0,34433;1,95983;0,00000;0,00000;0,00000;0,15782;0,00000;0,00000;0,00000;1,04017;0,00000;0,00000;0,03300;0,00000;0,00000;0,00000;0,00000;0,00000;0,40172;1;0,94860;0,97632;0,02663;0,00905;0,00562;0,01309;0,00000;0,00358;0,01428;-10,96940;-6,19354;-9,36749;0,00000;0,17360;0,02869;0,00000;0,42755;0,00000;0,00000;0,93687;0,03156;0,00143;0,34433;1,95983;0,00000;0,00000;0,00000;0,15782;0,00000;0,00000;0,00000;1,04017;0,00000;0,00000;0,03300;0,00000;0,00000;0,00000;0,00000;0,00000;0,40172;1;60;0,06861;95955522
PP6;3;T;20121001T163000000;0;0;0;0;0;0;0;245;180;65;0;20;0;39;0;0;3;0;0;0;0;0;0;0;245;180;65;0;20;0;39;0;0;3;0,85912;0,14960;0,01284;0,33199;0,05176;0,00701;0,00751;0,02490;-0,32969;-6,79120;-6,24768;-14,58983;0,18628;0,16177;0,18628;0,01471;0,30392;0,03431;0,00000;0,71078;0,20588;0,02451;0,85294;0,00000;0,01961;0,00000;0,00490;0,02941;0,57353;1,24510;0,03922;0,01471;0,03431;0,44608;0,08333;0,83333;0,00980;0,36275;0,00490;0,00000;0,47549;3;0,85912;0,14960;0,01284;0,33199;0,05176;0,00701;0,00751;0,02490;-0,32969;-6,79120;-6,24768;-14,58983;0,18627;0,16176;0,18627;0,01471;0,30392;0,03431;0,00000;0,71078;0,20588;0,02451;0,85294;0,00000;0,01961;0,00000;0,00490;0,02941;0,57353;1,24510;0,03922;0,01471;0,03431;0,44608;0,08333;0,83333;0,00980;0,36275;0,00490;0,00000;0,47549;3;61;0,081693;105472008
PP6;3;T;20121001T162700000;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;3;0;0;0;0;0;0;0;2;0;2;0;0;0;0;3;0;3;0,89371;0,77686;0,03378;0,05290;0,06172;0,00332;0,00006;0,02196;-0,07210;-17,73556;-5,14584;-6,46770;0,00479;0,08134;0,07177;0,26316;0,14833;0,15790;0,00479;0,72249;0,17703;0,04306;0,00957;0,00000;0,03349;0,08134;0,00000;0,00479;0,00957;0,10048;0,05263;0,45933;0,41627;0,30622;0,09569;0,41148;0,00479;0,00479;0,00000;0,00000;0,20096;3;0,89371;0,77686;0,03378;0,05290;0,06172;0,00332;0,00006;0,02196;-0,07210;-17,73556;-5,14584;-6,46770;0,00478;0,08134;0,07177;0,26316;0,14833;0,15789;0,00478;0,72249;0,17703;0,04306;0,00957;0,00000;0,03349;0,08134;0,00000;0,00478;0,00957;0,10048;0,05263;0,45933;0,41627;0,30622;0,09569;0,41148;0,00478;0,00478;0,00000;0,00000;0,20096;3;61;0,074137;109634178
